"","Species","Biome","Growth.Form","Ever.Decid","TLP","totRWCtlp","Po","LMA","SWC","Ref","LMA_imputed","SWC_imputed","Lat","Lon","Treatment","ApoFrac","sympRWCtlp","T.S.L.H","Wild.Garden","Life.Stage","Psi.PD","Psi.min","Rehydrated","Elev","SWA","LWAtlp","water_loss.m2","CFT.g.m2","Other.Notes","Dataset","RWCslope","water_loss.g","Family","Genus","Species_name","Gymno.Angio"
"535","Luehea speciosa","TropicalDry","W","DD",-1.6915,81.7875,-1.54875,NA,1.90875,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"20.090758",-89.563239,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,NA,NA,NA,3.2937786806,NA,"Contributed",-30.80644375,-154.203140625,"Malvaceae","Luehea","speciosa","Angiosperm"
"536","Lysiloma latisiliquum","TropicalDry","W","DD",-2.1508,91.754,-1.8792,122.309197651663,0.8128,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"20.090758",-89.563239,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,99.412915851272,91.2153268101761,8.19758904109588,13.8680724676,NA,"Contributed",-17.7354968,-73.7648512,"Fabaceae","Lysiloma","latisiliquum","Angiosperm"
"537","Machaerium capote","TropicalDry","W","E",-1.70325,94.935,-1.27475,NA,3.794,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"5.06",-74.83,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,NA,NA,NA,9.47199735346,NA,"Contributed",-8.62696125,-356.38939,NA,"Machaerium","capote","Angiosperm"
"538","Maclura tinctoria","TropicalDry","W","DD",-1.98275,77.7125,-1.62225,45.876107998954,6.73,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"10.725386",-85.596386,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,308.746206832961,239.934395985065,68.8118108478961,14.12031341052,NA,"Contributed",-44.190540625,-516.275125,"Moraceae","Maclura","tinctoria","Angiosperm"
"539","Mimosa bahamensis","TropicalDry","W","DD",-2.901,84.23333333,-2.701333333,80.4311107536395,5.735666667,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"20.090758",-89.563239,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,461.326040939435,388.590301802607,72.7357391368286,7.86584956888,NA,"Contributed",-45.73910000967,-477.398655564181,"Fabaceae","Mimosa","bahamensis","Angiosperm"
"540","Neomillspaughia emarginata","TropicalDry","W","DD",-1.641,92.57,-1.338333333,NA,1.483333333,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"20.090758",-89.563239,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,NA,NA,NA,6.17380642452824,NA,"Contributed",-12.19263,-135.82883330281,"Polygonaceae","Neomillspaughia","emarginata","Angiosperm"
"541","Oxandra espintana","TropicalDry","W","E",-2.0744,96.338,-1.7604,NA,4.5786,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"5.06",-74.83,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,NA,NA,NA,14.230925428192,NA,"Contributed",-7.59645280000001,-436.5145668,"Annonaceae","Oxandra","espintana","Angiosperm"
"542","Pachira quinata","TropicalDry","W","DD",-1.0384,87.554,-0.7338,59.9349848003449,0.9722,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"10.725386",-85.596386,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,58.2687922228953,51.0166583428338,7.25213388006155,25.230500525568,NA,"Contributed",-12.9239264,-84.1477988,"Malvaceae","Pachira","quinata","Angiosperm"
"543","Pictetia aculeata","TropicalDry","W","DD",-1.8426,86.342,-1.4414,104.004370547832,2.8712,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"17.967269",-66.888206,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,298.617348716935,257.832191229176,40.785157487759,19.00932711984,NA,"Contributed",-25.1662308,-245.0339504,"Fabaceae","Pictetia","aculeata","Angiosperm"
"544","Pisonia aculeata","TropicalDry","W","DD",-1.7078,91.914,-1.3628,51.4362201414671,6.0638,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"10.725386",-85.596386,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,311.898951693828,286.678802459865,25.220149233963,14.864512016624,NA,"Contributed",-13.8092708,-551.2843132,"Nyctaginaceae","Pisonia","aculeata","Angiosperm"
"545","Pisonia albida","TropicalDry","W","DD",-2.1376,86.62,-1.8632,101.000000000101,3.5466,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"17.967269",-66.888206,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,358.206600000358,310.27855692031,47.9280430800479,16.805636818288,NA,"Contributed",-28.601088,-303.659892,"Nyctaginaceae","Pisonia","albida","Angiosperm"
"546","Piscidia pscipula","TropicalDry","W","DD",-1.7692,90.722,-1.625,NA,0.6618,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"20.090758",-89.563239,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,NA,NA,NA,19.668751222848,NA,"Contributed",-16.4146376,-59.3780196,NA,"Piscidia","pscipula","Angiosperm"
"547","Pithecellobium unguis-cati","TropicalDry","W","DD",-3.1205,77.6525,-2.21325,89.9698245711376,5.40025,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"17.967269",-66.888206,"leaf habit is semi-deciduous",NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,485.859545140286,377.28208329006,108.577461850225,11.56590884404,NA,"Contributed",-69.73537375,-413.942663125,"Fabaceae","Pithecellobium","unguis-cati","Angiosperm"
"548","Pouteria caimito","TropicalDry","W","E",-1.4692,92.078,-1.1218,85.024838147456,3.0482,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"5.06",-74.83,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,259.172711641075,238.641049424869,20.531662216206,11.887876126672,NA,"Contributed",-11.6390024,-277.6239596,"Sapotaceae","Pouteria","caimito","Angiosperm"
"549","Samanea saman","TropicalDry","W","DD",-1.9268,80.958,-1.5084,NA,0.5792,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"10.725386",-85.596386,"leaf habit is semi-deciduous",NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,NA,NA,NA,16.5077613696,NA,"Contributed",-36.6901256,-46.3116736,"Fabaceae","Samanea","saman","Angiosperm"
"550","Sideroxylon capiri","TropicalDry","W","E",-2.0932,91.978,-1.6454,102.853115176171,3.2132,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"10.725386",-85.596386,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,330.487629684073,303.975912030817,26.5117176532564,13.436747030784,NA,"Contributed",-16.7916504,-292.3305096,"Sapotaceae","Sideroxylon","capiri","Angiosperm"
"551","Spondias mombin","TropicalDry","W","DD",-1.5405,87.82,-1.1645,54.7175979976607,1.074,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"10.725386",-85.596386,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,58.7667002494876,51.6089161591,7.15778409038759,22.1955906094,NA,"Contributed",-18.76329,-93.24468,"Anacardiaceae","Spondias","mombin","Angiosperm"
"552","Swietenia mahagoni","TropicalDry","W","DD",-1.7695,75.6575,-1.315,95.9462278423977,2.21225,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"17.967269",-66.888206,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,212.257042544344,160.588371962987,51.668670581357,10.7222893122,NA,"Contributed",-43.07405375,-165.161054375,"Meliaceae","Swietenia","mahagoni","Angiosperm"
"553","Tabebuia heterophylla","TropicalDry","W","DD",-1.875,80.715,-1.55225,94.5922210100588,4.38475,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"17.967269",-66.888206,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,414.763241073855,334.776150032762,79.9870910410929,22.73254503744,NA,"Contributed",-36.159375,-349.53034625,"Bignoniaceae","Tabebuia","heterophylla","Angiosperm"
"554","Thouinia portoricensis","TropicalDry","W","DD",-2.7696,86.646,-1.9892,NA,4.4454,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"17.967269",-66.888206,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,NA,NA,NA,18.484823051808,NA,"Contributed",-36.9852384,-380.7307284,"Sapindaceae","Thouinia","portoricensis","Angiosperm"
"555","Trichilia carinata","TropicalDry","W","E",-1.7948,95.92,-1.2084,NA,2.7782,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"5.06",-74.83,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,NA,NA,NA,16.494361604336,NA,"Contributed",-7.322784,-263.706744,NA,"Trichilia","carinata","Angiosperm"
"556","Triplaris melaenodendron","TropicalDry","W","DD",-1.4858,88.156,-1.0546,84.2835498336822,1.1802,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"5.06",-74.83,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,99.4714455137117,87.6900475070677,11.781398006644,14.7312746088,NA,"Contributed",-17.5978152,-102.8615112,"Polygonaceae","Triplaris","melaenodendron","Angiosperm"
"557","Trichilia oligofoliolata","TropicalDry","W","E",-1.9266,88.326,-1.425,NA,1.9304,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"5.06",-74.83,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,NA,NA,NA,19.478448614096,NA,"Contributed",-22.4911284,-168.5741104,NA,"Trichilia","oligofoliolata","Angiosperm"
"558","Trichilia pallida","TropicalDry","W","E",-2.445666667,89.18166667,-2.057166667,59.1483883907562,1.042833333,"Vargas G, G., Brodribb, T. J., Dupuy, J. M., González‐M, R., Hulshof, C. M., Medvigy, D., ... & Powers, J. S. (2021). Beyond leaf habit: generalities in plant function across 97 tropical dry forest tree species. New Phytologist, 232(1), 148-161.",1,0,"5.06",-74.83,NA,NA,NA,"T","Wild","Ad",NA,NA,"Y",NA,61.6819110071108,55.0089562700476,6.67295473706321,10.15628524516,NA,"Contributed",-26.4580372176761,-91.9587813629711,"Meliaceae","Trichilia","pallida","Angiosperm"
"559","Callichlamys latifolia","TropicalDry","W","CD",-1.746,77.1745,-1.316,48.1589602784274,1.5704,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,75.6288312212424,58.3661723508377,17.2626588704047,9.88697529805538,"CFT_recalced, Raw data are provided","Contributed",-39.853323,-119.6244348,"Bignoniaceae","Callichlamys","latifolia","Angiosperm"
"560","Callichlamys latifolia","TropicalDry","W","CD",-1.524,77.0596,-1.091,48.1589602784274,1.6592,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,79.9053468939667,61.5747406951032,18.3306061988635,12.0279568234013,"CFT_recalced, Raw data are provided","Contributed",-34.9611696,-126.19808832,"Bignoniaceae","Callichlamys","latifolia","Angiosperm"
"561","Callichlamys latifolia","TropicalDry","W","CD",-1.318,81.7803,-0.97,48.1589602784274,1.6465,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,79.2937280984307,64.8466487200809,14.4470793783498,10.9613652339528,"CFT_recalced, Raw data are provided","Contributed",-24.0135646,-133.00476395,"Bignoniaceae","Callichlamys","latifolia","Angiosperm"
"562","Callichlamys latifolia","TropicalDry","W","CD",-1.464,84.3635,-1.107,48.1589602784274,1.5502,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,74.6560202236182,62.9824316213521,11.6735886022661,7.97376270646588,"CFT_recalced, Raw data are provided","Contributed",-22.891836,-129.2300977,"Bignoniaceae","Callichlamys","latifolia","Angiosperm"
"563","Callichlamys latifolia","TropicalDry","W","CD",-1.226,87.7054,-0.922,48.1589602784274,1.538,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,74.0684809082213,64.9620574544792,9.10642345374218,7.42775159359069,"CFT_recalced, Raw data are provided","Contributed",-15.0731796,-133.3529052,"Bignoniaceae","Callichlamys","latifolia","Angiosperm"
"564","Callichlamys latifolia","TropicalDry","W","CD",-1.404,82.2961,-1.089,48.1589602784274,1.7642,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,84.9620377232016,69.9204435267237,15.0415941964779,10.7133861798276,"CFT_recalced, Raw data are provided","Contributed",-24.8562756,-143.42257962,"Bignoniaceae","Callichlamys","latifolia","Angiosperm"
"565","Crescentia cujete","TropicalDry","W","E",-1.258,92.4251,-1.154,64.3290439027684,2.543,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,163.58875864474,151.19707376616,12.3916848785804,9.85030594481749,"CFT_recalced, Raw data are provided","Contributed",-9.5292242,-232.4940293,"Bignoniaceae","Crescentia","cujete","Angiosperm"
"566","Crescentia cujete","TropicalDry","W","E",-1.314,79.5733,-1.042,64.3290439027684,2.8281,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,181.928969061419,144.76688433815,37.162084723269,28.2816474301895,"CFT_recalced, Raw data are provided","Contributed",-26.8406838,-222.21314973,"Bignoniaceae","Crescentia","cujete","Angiosperm"
"567","Crescentia cujete","TropicalDry","W","E",-1.287,92.5352,-1.139,64.3290439027684,2.3201,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,149.249814758813,138.108614586697,11.1412001721159,8.65672119045522,"CFT_recalced, Raw data are provided","Contributed",-9.6071976,-212.37081752,"Bignoniaceae","Crescentia","cujete","Angiosperm"
"568","Crescentia cujete","TropicalDry","W","E",-1.326,92.3314,-1.192,64.3290439027684,2.5564,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,164.450767833037,151.839696250993,12.6110715820443,9.51061205282374,"CFT_recalced, Raw data are provided","Contributed",-10.1685636,-233.47959096,"Bignoniaceae","Crescentia","cujete","Angiosperm"
"569","Crescentia cujete","TropicalDry","W","E",-1.519,93.4761,-1.413,64.3290439027684,1.9054,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,122.572560252335,114.576048994033,7.99651125830208,5.26432604233185,"CFT_recalced, Raw data are provided","Contributed",-9.9098041,-176.20396094,"Bignoniaceae","Crescentia","cujete","Angiosperm"
"570","Crescentia cujete","TropicalDry","W","E",-1.336,79.9216,-1.032,64.3290439027684,2.3236,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,149.474966412473,119.462784756311,30.0121816561619,22.4642078264685,"CFT_recalced, Raw data are provided","Contributed",-26.8247424,-183.38222976,"Bignoniaceae","Crescentia","cujete","Angiosperm"
"571","Crescentia cujete","TropicalDry","W","E",-1.14,87.9416,-1.031,64.3290439027684,2.0795,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,133.772246795807,117.641454188181,16.1307926076256,14.1498180768646,"CFT_recalced, Raw data are provided","Contributed",-13.746576,-180.7950572,"Bignoniaceae","Crescentia","cujete","Angiosperm"
"572","Crescentia cujete","TropicalDry","W","E",-1.439,93.0494,-1.379,64.3290439027684,2.3729,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"T","Garden","Sa",NA,NA,"Y",NA,152.646388276879,142.036548413306,10.6098398635727,7.37306453340705,"CFT_recalced, Raw data are provided","Contributed",-10.0019134,-218.42402126,"Bignoniaceae","Crescentia","cujete","Angiosperm"
"573","Davilla kunthii","TropicalDry","W","E",-1.502,65.6595,-1.032,NA,2.5079,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-51.579431,-162.15956005,"Dilleniaceae","Davilla","kunthii","Angiosperm"
"574","Davilla kunthii","TropicalDry","W","E",-1.55,82.0582,-1.262,NA,1.782,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-27.80979,-144.4457124,"Dilleniaceae","Davilla","kunthii","Angiosperm"
"575","Davilla kunthii","TropicalDry","W","E",-1.48,72.2873,-1.078,NA,2.2705,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-41.014796,-161.85781465,"Dilleniaceae","Davilla","kunthii","Angiosperm"
"576","Davilla kunthii","TropicalDry","W","E",-1.266,82.2828,-0.978,NA,2.1122,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-22.4299752,-171.68553016,"Dilleniaceae","Davilla","kunthii","Angiosperm"
"577","Davilla kunthii","TropicalDry","W","E",-1.502,78.8349,-1.07,NA,1.8871,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-31.7899802,-146.88223979,"Dilleniaceae","Davilla","kunthii","Angiosperm"
"578","Davilla kunthii","TropicalDry","W","E",-1.658,78.7903,-1.146,NA,1.6911,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"unwatered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-35.1656826,-131.55117633,"Dilleniaceae","Davilla","kunthii","Angiosperm"
"579","Davilla kunthii","TropicalDry","W","E",-1.684,77.0825,-1.294,NA,1.7071,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-38.59307,-129.88043575,"Dilleniaceae","Davilla","kunthii","Angiosperm"
"580","Davilla kunthii","TropicalDry","W","E",-1.707,71.0599,-1.237,NA,2.0468,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-49.4007507,-143.39860332,"Dilleniaceae","Davilla","kunthii","Angiosperm"
"581","Davilla kunthii","TropicalDry","W","E",-1.646,77.1967,-1.11,NA,1.5459,"Smith-Martin CM, Bastos CL, Lopez OR, Powers JS, Schnitzer SA. 2019. Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees. ECOLOGY 100(11): e02827.",1,0,"9.068891",-79.645117,"watered",NA,NA,"L","Garden","Sa",NA,NA,"Y",NA,NA,NA,NA,NA,"CFT_recalced, Raw data are provided","Contributed",-37.5342318,-117.79247853,"Dilleniaceae","Davilla","kunthii","Angiosperm"
